batch_id,batch_path,row_order,row_id,doc_id,sent_id
batch_004,/Users/nmduk/PROJECTS/A:B:C Classifier/outputs/remediation_reaudit_round3/batches/batch_004.csv,6,613,0000317788_2016_4,23
batch_004,/Users/nmduk/PROJECTS/A:B:C Classifier/outputs/remediation_reaudit_round3/batches/batch_004.csv,7,614,0000317788_2016_4,24
batch_004,/Users/nmduk/PROJECTS/A:B:C Classifier/outputs/remediation_reaudit_round3/batches/batch_004.csv,8,615,0000317788_2016_4,25
batch_004,/Users/nmduk/PROJECTS/A:B:C Classifier/outputs/remediation_reaudit_round3/batches/batch_004.csv,9,616,0000317788_2016_4,26
batch_004,/Users/nmduk/PROJECTS/A:B:C Classifier/outputs/remediation_reaudit_round3/batches/batch_004.csv,10,618,0000317788_2016_4,28
batch_004,/Users/nmduk/PROJECTS/A:B:C Classifier/outputs/remediation_reaudit_round3/batches/batch_004.csv,11,619,0000317788_2016_4,29
batch_004,/Users/nmduk/PROJECTS/A:B:C Classifier/outputs/remediation_reaudit_round3/batches/batch_004.csv,12,620,0000317788_2016_4,30
batch_004,/Users/nmduk/PROJECTS/A:B:C Classifier/outputs/remediation_reaudit_round3/batches/batch_004.csv,13,621,0000317788_2016_4,31
batch_004,/Users/nmduk/PROJECTS/A:B:C Classifier/outputs/remediation_reaudit_round3/batches/batch_004.csv,14,622,0000317788_2016_4,32
batch_004,/Users/nmduk/PROJECTS/A:B:C Classifier/outputs/remediation_reaudit_round3/batches/batch_004.csv,15,623,0000317788_2016_4,33
batch_004,/Users/nmduk/PROJECTS/A:B:C Classifier/outputs/remediation_reaudit_round3/batches/batch_004.csv,16,624,0000317788_2016_4,34
batch_004,/Users/nmduk/PROJECTS/A:B:C Classifier/outputs/remediation_reaudit_round3/batches/batch_004.csv,17,625,0000317788_2016_4,35
batch_004,/Users/nmduk/PROJECTS/A:B:C Classifier/outputs/remediation_reaudit_round3/batches/batch_004.csv,18,626,0000317788_2016_4,36
batch_004,/Users/nmduk/PROJECTS/A:B:C Classifier/outputs/remediation_reaudit_round3/batches/batch_004.csv,19,770,0000716634_2014_4,12
